product_name,categories,ingredients_text,countries_en,category_label
Haricots vert extra-fins,Haricots verts en conserve,"Haricots verts, eau, sel.",France,962
Jeunes carottes extra-fines,Carottes en conserve,"Carottes, eau, sel, sucre.",France,387
Sucre en poudre,"Sucres en poudre,Sucres",Sucre.,France,1920
Tomates,Tomates,Tomates rondes.,France,1990
Echalote cuisse de dinde,Echalotes,Echalotes,France,638
Champignons,Champignons,Champignons,France,421
Blanc d'oeuf liquide,Blancs d'oeufs,Blanc d'oeuf de poule,France,284
Oeufs frais plein air,Oeufs plein air,Oeufs plein air,France,1303
Oeufs frais,Oeufs,Oeufs de poules,France,1298
Raisins secs thompson,Raisins secs,"raisins secs, huile de tournesol.",France,1712
Riz hom mali complet ,Riz,riz complet.,France,1740
Blanc de poireaux,"Poireaux,Blancs de poireaux",Blanc de poireaux,France,1589
Oeufs,"Farming products,Bird eggs,Eggs,Free-range eggs",Oeufs de Poule ,France,718
6 oeufs plein air,"Farming products,Bird eggs,Eggs,Fresh eggs",Oeuf,France,719
6 oeufs bio,Eggs,Oeufs,France,639
6 gros oeufs plein air,"Oeufs plein air,Oeufs label rouge",Gros oeufs,France,1304
12 oeufs frais,"Oeufs label rouge,Oeufs plein air",Oeufs frais,France,1302
Champagne Premier cru,Champagne,Vin de Champagne,France,417
TSARINE,Champagne,Champagne brut ,France,417
Gratons ultra frais,Gratons,"Gras de porc, sel.",France,899
Poivre Noir moulu,Poivre noir moulu,Poivre noir.,France,1610
Carvi,"Carvi,Aromates",Graines de carvi issues de l'agriculture biologique,France,389
Estragon,Estragon sec moulu,feuilles d'estragon.,France,705
Muscade Moulue,Noix de muscade en poudre,noix de muscade.,France,1292
Oignon en semoule,Oignons,oignon,France,1307
Piment Langue d'Oiseau,Piments,piment.,France,1376
Ras El Hanout,Ras el hanout,"curcuma, cannelle, fenouil, girofle, muscade, poivre noir, gingembre, laurier, piment.",France,1715
Cumin moulu,Cumin en poudre,graines de cumin.,France,559
Champignons de Paris,Champignons de Paris entiers,"Champignons de Paris, calibre Moyen.",France,423
Petites carottes,Carottes,Petites carottes.,France,386
Pois chiches Bio,Pois chiches,Pois chiches,France,1592
2 filets de poulet bio,"Viandes,Volailles,Poulets,Filets de poulet",poulet,France,2069
Vin rouge 2014,Bordeaux,sulfites,France,303
Brillat savarin,Queso de pasta blanda de leche crudo de vaca,leche de vaca,Spain,1704
Yaourt nature entier,Yaourts natures,"Lait entier, poudre de lait, ferments lactiques.",France,2134
Gazpacho,"Soupes,Gazpacho","Tomate, poivron, concombre, oignon, huile d'olive extra vierge, eau, vinaigre de vin, sel, ail et jus de citron.",France,1876
Raisins Sultanines ,Raisins secs,"Raisins secs, huile de coton.",France,1712
Lactel lait entier,"Dairies,Milks",Lait entier,France,586
Entier avec Vitamine D,"Produits laitiers,Laits,Laits entiers,Laits UHT","Lait entier, vitamine D.",France,1689
Assortiment de 4 fromages,"Assortiment de fromages,Fromages","Saint Marcellin, Rocamadour AOP, Bouchon Lyonnais 35g, Palet des Causses",France,162
Pate de dattes tunisienne,Dattes,Dattes.,France,608
Miel de Sapin,"Miels de sapin,Miels liquides",Miel,France,1222
Les Romanella,Tomates,Tomates,France,1990
Epinards en branches,Epinards en conserve,"Epinards, eau, sel.",France,688
Flageolets verts extra fins,Flageolets en conserve,"Flageolets verts, eau, sel",France,741
Flageolets verts extra fins,Flageolets en conserve,"Flageolets verts, eau, sel.",France,741
Carottes en rondelles,Carottes en conserve,"Carottes, eau.",France,387
Les essentiels Poulet,"Viandes,Volailles,Poulets,Filets de poulet",Filets de poulet jaune,France,2069
Yaourts nature,"Yaourts,Yaourts entiers,Produits laitiers,Yaourts natures","Lait entier de vaches jersiaises, Ferments lactiques",France,2135
Moelleux,"Bordeaux,Vins blancs",Contient des sulfites,France,304
Huile de tournesol,Huiles de tournesol,Huile de tournesol.,France,1012
Asperges vertes miniatures,Asperges vertes en conserve,"Asperges vertes, eau, sel.",France,159
Paprika Doux Poudre,Paprika,Paprika.,France,1337
Poivre noir moulu,Poivre noir moulu,Poivre noir moulu.,France,1610
Sucre,"Sucres en poudre,Sucres blancs",Sucre,France,1921
Riz Basmati,Riz Basmati,Riz Basmati,France,1741
Haricots verts extra fins,Haricots verts en conserve,"Haricots verts, eau, sel.",France,962
Poudre de cacao maigre biologique,Cacao,Pur cacao,France,337
Graisse d'oie,Graisse d'oie,Graisse d'oie,France,888
Graisse de canard,Graisse de canard,Graisse de canard,France,889
Grattons de canard,"Viandes,Charcuteries,Charcuteries diverses,Grattons","Viande de canard, sel, poivre.",France,2042
Fritons pur canard du Sud-Ouest,"Fritons,Charcuteries","Viande et graisse de canard, sel, poivre.",France,811
graisse d'oie,"graisses d'oie,graisses",graisse d'oie,France,2251
Bloc de foie gras de canard du Sud-Ouest,"Bloc de foie gras,Foies gras de canard","Foie gras de canard, eau, sel, Armagnac, poivre, sucre.",France,288
Huile d'olive vierge extra,Huiles d'olives vierges extra,Huile d'olive vierge extra.,France,1003
Huile de pavot vierge,Huiles de pavot,Huile de pavot vierge,France,1011
Huile de coco vierge,Huiles de coco,huile de coco vierge. Produit issu de l'agriculture biologique.,France,1006
Huile de cameline,Huiles de cameline,Huile de cameline vierge.,France,1005
Huile de tournesol,Huiles de tournesol,Huile de tournesol vierge.,France,1012
Miel d'oranger,"Miels d'oranger,Miels d'Espagne",Miel d'oranger.,France,1205
Jambon cru italien,"Viandes,Charcuteries,Jambons,Jambons crus","Jambon de porc, sel",France,2043
Huile de tournesol,Huiles de tournesol,Huile de tournesol.,France,1012
Riz Basmati,Riz Basmati,Riz long basmati.,France,1741
Huile de tournesol,Huiles de tournesol,Huile de tournesol.,France,1012
Morceaux deThon Listao ,"Produits de la mer,Poissons,Thons,Thons au naturel,Thon Listao","Thon Listao, eau, sel.",France,1677
Pommes,"Pommes,Fruits",Pommes golden delicious,France,1637
Huile vierge de noix,Huiles de noix,Huile de noix.,France,1009
Abricot,Confitures d'abricot,"Abricot biologique, sucre de canne biologique.",France,513
Confiture extra Abricot au sucre de canne,Confitures d'abricot,"Abricot biologique, sucre de canne biologique.",France,513
Filet de Saumon,"Filets de saumon,Saumons",Filet de saumon.,France,738
Filet de Cabillaud MSC,Poisson frais,"Filet de Cabillaud MSC sans peau, sans aetes Cadus mothua, Peche en ANE Peche durable selon referentiel MSC - MSC.C.54185 Mer de Barents, Mer de Norvege Peche par chalut Filet Maillant Ligne Senne",France,1596
Graines de courge,Graines de courge,Graines de courge issues de l'agriculture biologique.,France,883
Moules de peche,"Produits de la mer,Mollusques,Moules",Moules,France,1673
Abricots,"Fruits,Abricots",Oreillons d'abricot,France,841
Salicorne de culture au naturel,"Epicerie, Condiments","Salicornes de culture, eau, sel, acide citrique",France,654
Pierval,Eaux de sources,Eau de source,France,635
Datte Medjoul,Dattes,Datte Medjoul,France,608
Cacao pur,Chocolats en poudre,Cacao en poudre.,France,459
Spiruline Ecocert,Spiruline,Spiruline,France,1882
Kiwis Hayward,kiwis,Kiwi,France,2273
Mont d'Or,fromage au lait cru,Lait cru,France,2241
Miel de sapin,Miels de sapin,Miel de sapin.,France,1221
"Pur jus de citron, origine sicile",Jus de citron,Jus de citron issu de l'agriculture biologique.,France,1036
Riz de camargue semi-complet,"Riz de Camargue,Riz semi-complet",Riz de Camargue semi-complet issue de l'agriculture biologique.,"France,Portugal",1752
Pur jus de citron vert,"Jus de citron,Jus de citron vert",Pur jus de citron vert.,France,1037
Myrtilles sauvages au sirop,"Fruits au sirop,Myrtilles au sirop","Fruits, eau, sucre.",France,835
Airelles sauvages au naturel,Airelles,"Fruits, eau, sucre.",France,30
6 oeufs frais,Oeufs,Oeufs frais.,France,1298
150G Teurgoule Cannelle,Teurgoules,"Lait entier, sucre, riz, cannelle, sel",France,1971
Teurgoule de Janville,Teurgoules,"Lait, sucre, riz, vanille, sel.",France,1971
Mogettes cuites au sel de Noirmoutier,Haricots blancs en conserve,"Eau, mogettes, sel de Noirmoutier",France,950
Sucre de Canne Complet,Sucres de canne,Sucre de canne complet.,France,1914
Curcuma,Curcuma en poudre,Curcuma,France,562
Lentilles Vertes du Berry,Lentilles vertes,Lentilles vertes du Berry.,France,1121
Framboises,Framboises,Framboises,France,766
Cabernet-Syrah,Vins rouges,Contient des sulfites,"Belgium,Switzerland",2094
Les deux pins Sauvignon 2010,"Vin blanc,Sauvignon",Raisins blancs,France,2073
Boulgour,Boulgours,boulgour gros,France,306
Riz Basmati,"Riz Basmati,Riz Basmati blancs",Riz basmati.,France,1743
Couscous fin,couscous,couscous fin,France,2207
Riz sauvage,"Riz sauvage,Riz",Riz sauvage.,France,1761
Riz sauvage,"Riz,Riz sauvage",Riz sauvage.,France,1764
Coriandre poudre,"Coriandre,Epices",Coriandre poudre.,France,541
Riz Arborio,Riz arborio,Riz arborio.,France,1746
Piment langues d'oiseaux,Piments,Piment Langues d'Oiseaux.,France,1376
Lentille Corail,Lentilles corail,Lentille corail.,France,1118
Cointreau,Liqueurs,Liqueur d'orange,France,1130
Tropicana Pure Premium Pommes Douces,"Boissons,Jus de pomme","Jus de pomme, vitamine C.",France,296
6 oeufs extra roux fermiers,"Oeufs,Oeufs fermiers,Oeufs roux",Oeufs extra roux fermiers.,France,1306
kiwis,kiwis,kiwis,France,2273
Pollen Bio,Pollen,Pollen Bio,France,1625
Auguste Rey - Foie Gras de Canard Entier du sud Ouest,"Poissons et viandes et oeufs,Foies gras,Foie gras de canard,Foie gras entier","Foie gras de canard du Sud-Ouest, sel, poivre",France,1601
Sucre de Coco,"Sucres,sucres de coco",nectar des fleurs du cocotier,France,1927
mini carottes,carottes,carotte,France,2182
Gazpacho,Gaspacho,"Tomate, poivron, concombre, oignon, huile d'olive vierge, vinaigre de vin, sel, ail, citron.",France,856
Jus de pomme,Jus de pommes pur jus,Jus de pomme.,France,1049
Le Canard du Sud-Ouest,"Aiguillettes de canard,Canards",Aiguillettes de canard du Sud-Ouest.,France,27
Levadura fresca,Levadura,Levadura fresca,Spain,1125
Miel d'acacia bio,Miels d'acacia,miel d'acacia,France,1201
Miel de fleurs,Miels de fleurs,Miel de fleurs bio.,France,1211
Miel d'Acacia,Miels d'acacia,Miel d'Acacia.,France,1201
Miel du Portugal,"Miels du Portugal,Miels de fleurs",Miel du Portugal.,France,1227
La Collection Miel de Poitou Charente,Miels de Poitou-Charentes,Miel,France,1208
Miel de thym,"Miels de thym,Miels",Miel de thym.,France,1223
Thon blanc germon au naturel,"Canned foods,Seafood,Fishes,Canned fishes,Tunas,Albacore,Canned tunas","Thon blanc germon, eau, sel marin",France,365
Vin rouge Fronsac 2013,"Vins rouges,Fronsac",sulfites,France,2097
Poire Williams Verte,Poires,Poires,France,1590
Patate douce,Patates douces,"Patate douce, calibre S.",France,1350
Jus de truffes extra,Jus de truffes,"Jus de truffes noires, sel.",France,1054
Le bloc de Foie Gras de Canard du Sud-Ouest,"Conserves,Poissons et viandes et oeufs,Foies gras,Foies gras de canard,Bloc de foie gras","Foie gras de canard, eau, sel, Armagnac, poivre, sucre.",France,526
Bloc de foie gras de canard du Sud ouest,"Poissons et viandes et oeufs,Foies gras,Bloc de foie gras,Conserve,Foie gras de canard","Foie gras de canard, eau, sel, armagnac, poivre, sucre",France,1597
Candia Lactose Free - Just Milk semi skimmed,"Dairies,Milks","Semi skimmed milk, Lactase",United Kingdom,586
Miel d'Acacia,Miels d'acacia,Miel,France,1201
Gariguette,Fraises,Fraises Gariguette cat. 1,France,765
Haricots de mer au naturel,"Produits de la mer,Algues,Haricots de mer","Haricots de mer, eau, sel marin, extrait de citron biologique.",France,1671
Eau de source naturelle,Eaux de source,Eau de source naturelle ,France,634
vinaigre de vin rouge,Vinaigres,vin de marouva vieilli ,France,2079
Curcuma moulu,Curcuma en poudre,Curcuma moulu.,France,562
Jus d'orange blonde Alain Milliat,Jus d'orange,Jus d'orange,France,1034
Jus d'orange blonde,Jus d'orange,jus d'orange,France,1034
Tree Top Pamplemousse,Jus de fruits,Jus de Pamplemousse,France,1039
Thon Albacore,"Produits de la mer,Poissons,Thons,Thons en conserve,Thons au naturel","thon albacore, eau, sel",Belgium,1682
Pois chiches,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Canned plant-based foods,Canned legumes,Canned chickpeas","pois chiches, eau, sel",France,1558
Carottes extra fines,Carottes en conserve,"Carottes extra-fines, eau, sucre, sel.",France,387
Haricots verts extra-fins,Haricots verts en conserve,"Haricots verts extra-fins, eau, sel.",France,962
Haricots verts,Haricots verts en conserve,"Haricots verts, eau, sel.",France,962
Flageolets Extra fins,Flageolets en conserve,"Flageolets verts, eau, sel.  ",France,741
Moutarde de Dijon,"Epicerie,Condiments,Sauces,Moutardes,Moutardes de Dijon","Eau, graines de moutarde, vinaigre d'alcool, sel, disulfite de potassium, acide citrique.",France,664
Huile de tournesol,Huile de tournesol,Huile de tournesol.,France,997
Champignons de Paris entiers premier choix,Champignons de Paris entiers en conserve,"Champignons de Paris, eau, sel, acide citrique, acide ascorbique.",France,424
Haricots verts extra-fins,Haricots verts en conserve,"Haricots verts extra-fins, eau, sel",France,962
Jus de pomme,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Apple juices",Jus de pomme.,France,1396
Choux de Bruxelles,Choux de Bruxelles en conserve,"Choux de Bruxelles, eau, sel.",France,466
Pointes d'asperges vertes,Asperges vertes en conserve,"Asperges, eau, sel.",France,159
Huile d'arachide,Huiles d'arachide,Huile d'arachide,France,1000
Springy,Eaux de source,Eau de source,France,634
Sel rose de l'Himalaya,Sels,Sel.,France,1848
Carottes extra fines,Carottes en conserve,"Carottes, eau, sucre, sel.",France,387
Choux de Bruxelles,Choux de Bruxelles en conserve,"Choux de Bruxelles, eau, sel, sucre.",France,466
Osso Bucco de Dinde,"Dinde,Osso bucco de dinde",Osso Bucco de Dinde.,France,614
Zumo de clementina exprimido,Zumos de mandarina exprimidos no refrigerados,Zumo de clementina.,Spain,2151
Haricots verts Extra-fins,Haricots verts en conserve,"Haricots verts, eau, sel",France,962
Thon Albacore au naturel entier - Carrefour,"Conserves,Produits de la mer,Poissons,Poissons en conserve,Thons,Thons en conserve,Thons albacore,Thons au naturel,Thons tropicaux,Thons albacore au naturel,Thons entiers","Thon albacore, eau, sel.",France,529
Haricots verts extra fins,Haricots verts en conserve,"Haricots verts extra-fins bio, eau, sel.",France,962
riz long grain,riz,riz long grain,France,2322
Lentilles vertes,Lentilles vertes,Lentilles vertes.,France,1121
Lentilles Corail Top Chrono,Lentilles corail,Lentilles corail.,France,1118
Riz de Camargue semi-complet,Riz,Riz long de Camargue semi-complet IGP issu de l'agriculture biologique,France,1740
Miel de Corse,Miels de Corse,"Miel de Maquis de Printemps, cru de printemps.",France,1207
Crispy bacon,"Viandes,Charcuteries,Porc,Bacon","poitrine de porc, sel, dextrose, nitrite de sodium, nitrite de potassium, ascorbate de sodium",France,2048
Miel de fleurs Sierra de los Cuchumatanes,Miels de fleurs,Miel de fleurs,France,1211
Lait des Plaines du Nord de la France,Lait demi ecreme sterilise UHT,Lait demi ecreme UHT,France,1083
Miel de romarin ,Miel,Miel de romarin,Belgium,1197
Haricots verts,Haricots verts en conserve,"Haricots verts extra-fins, eau, sel.",France,962
Abricots demi-fruits au sirop,Abricots au sirop,"Demi-abricots, eau, sucre.",France,8
Haricots verts extra fins,Haricots verts en conserve,"haricots verts, eau, sel.",France,962
Infusion tilleul,Tilleul,Infusion tilleul.,France,1984
Confiture extra myrtille,Confitures de myrtilles,"sucre, myrtilles, pectines, acide citrique, E331",France,517
Estragon - finement cisele,Estragon,estragon,France,704
Curry,"Epices,Curry","curcuma, coriandre, cumin, amidon de manioc, fenugrec, fenouil, sel, piment fort, persil, ail en proportions variables.",France,682
Citrons,Citrons,Citron,France,477
Thon entier Albacore au naturel,"Conserves,Produits de la mer,Poissons,Poissons en conserve,Thons,Thons en conserve,Thons au naturel","Thon Albacore, eau, sel.",France,531
2 Gousses de Vanille,Vanille,Gousses non vendues de vanille.,France,2012
Riz arborio pour risotto,Riz pour risotto,Riz,France,1758
Cannelle moulue,"Epicerie,Epices,Cannelle,Cannelle moulue",Cannelle moulue,France,669
Cumin Moulu,"Cumin,Cumin en poudre",Cumin moulu.,France,560
Muscade Moulue,Noix de muscade en poudre,Muscade moulue.,France,1292
Herbes de Provence,Herbes de Provence,"Romarin, thym, sarriette, marjolaine, basilic, origan.",France,975
Herbes de Provence,Herbes de Provence,"Romarin, thym, sarriette, marjolaine, basilic, origan.",France,975
Gingembre Moulu,Gingembre en poudre,Gingembre moulu,France,867
filets de poulet,Filets de poulet,filets de poulet cou nu jaune fermier,France,736
Triple distilled Vodka,Vodkas,Vodka.,France,2103
Aiguillettes de Poulet Jaune,Aiguillettes de poulet,Aiguillettes de poulet jaune.,France,28
Riz long ,Riz long grain,Riz,France,1753
Piment de Cayenne,Piments de Cayenne,Piment de Cayenne extra-fort moulu.,France,1378
Steak de Thon Albacore,"Steaks de thon,Thons albacore",Thon albacore,France,1892
4 Citrons,Citrons,Citrons jaunes,France,477
Concombre long,Concombres,Concombre long,France,505
Chardonnay,Vins blancs,Sulfites,France,2088
Lentilles corail,Lentilles corail,Lentilles corail issues de l'agriculture biologique.,France,1118
Calvados Pays d'Auge,Calvados,Calvados.,France,342
Fleur de sel de Camargue,Fleurs de sel,Sel,France,747
Chasselas de Moissac,Raisins,Raisin.,France,1711
Carotte des Sables des Landes,Carottes,Carottes,France,386
Confits de Canard du Sud-Ouest - 1 cuisse,"Viande,Canard,Confit","Cuisse de canard du Sud-Ouest, graisse de canard, sel",France,2035
Miel de Poitou-Charentes,Miels de Poitou-Charentes,Miel de Poitou-Charentes.,France,1208
Miel d'Aquitaine,Miels d'Aquitaine,Miel d'Aquitaine.,France,1200
Olives Vertes Naturelles,"Olives vertes,Olives vertes en saumure","Olives, eau, sel marin, vinaigre de cidre.",France,1314
Royal Gala,Pommes gala,Pommes Gala Royal,France,1636
Haricot de mer,Produit de la mer,"Algue marine, sel",France,1670
Noix de coco,Noix de coco,Noix de coco.,France,1291
Kiwi Oscar,"Kiwis,Fruits,Frais",Kiwi Hayward,France,1070
Kiwi de l'Adour,"Kiwis,Kiwis de l'Adour",Kiwis.,France,1071
Baie De Goji Chapelet,Baies de Goji,baies de goji.,France,178
Raisin sec Sultanine,"Raisins secs,Raisins secs Sultanines","Raisin sultanine, huile de tournesol.",France,1714
Haricots coco blancs,"Haricots,Haricots cocos blancs",haricots.,France,964
Haricots rouges,Haricots rouges,hacirot,France,959
Riz Surinam,Riz Surinam,riz long grain blanc.,France,1745
Herbes de provence,herbes de provence,"Romarin, basiclic, thym, sarriette",France,2261
Poivrons Piquillo,Poivrons de piquillo,"Poivrons Piquillo, eau, sucre, sel, acide citrique, chlorure de calcium.",France,1623
Champignons entiers 1er Choix,Champignons en conserve,"champignons, eau, sel, acide citrique, acide ascorbique",France,426
Pinot Noir,"Boissons,Pinots Noirs,Vins rouges,Vins de pays d'Oc",Vin rouge,France,298
Spirulina powder,Spiruline,Spiruline en poudre.,France,1882
Kusmi Tea Anastasia,Tea,"Russian blend of China and Ceylon tea with scent of bergamot, lemon, lime and orange blossom",United Kingdom,1964
Tomate en grappe,Tomates,Tomate en grappe,France,1990
Graines de tournesol,Graines de tournesol,"graines de tournesol,sel, farine de riz.",France,886
Tomates Cerises,Tomates cerises,Tomates cerises,France,1993
Tomates cocktails en grappe,"Fruits,Frais",tomates cocktails en grappe,France,845
Oignon Saucier,Oignons,Oignon saucier,France,1307
Raisins moelleux,Raisins secs,Raisins moelleux.,France,1712
Baies de goji,Baies de Goji,Baies de Goji.,France,178
Thon blanc entier au naturel,"Produits de la mer,Poissons,Thons,Thons en conserve,Thons au naturel,Thons blancs,Thons blancs au naturel,Poissons  en conserve",Thon blanc germon - eau - sel.,France,1685
Jambon de San Daniele,Jambons de San Daniele,"Jambon de porc italien, sel marin.",France,1026
Thon albacore au naturel - Auchan,"Thons en conserve,Thons albacore,Produits de la mer,Conserves,Thons,Poissons en conserve,Poissons,Thons tropicaux,Thons albacore au naturel,Thons au naturel","thon albacore, eau, sel.",France,1978
Thon albacore au naturel,"conserves de poissons,Thons,thon au naturel,thon Albacore","thon albacore, eau, sel",France,2205
Riz de Camargue,"Riz de Camargue,Riz long",Riz de Camargue long blanc.,France,1751
Huile de noix,Huiles de noix,huile de noix,France,1009
Riz rond pour dessert,riz,Riz rond blanchi,France,2322
Herbes de Provence,"Epicerie,Condiments,Plantes condimentaires,Plantes aromatiques,Herbes aromatiques,Herbes de Provence","romarin, thym, sarriette, marjolaine, origan.",France,661
Foie Gras de Canard Entier du Sud-Ouest,"Poissons et viandes et oeufs,Foies gras,Foies gras de canard,Foies gras entiers","Foie gras de canard du Sud-Ouest, sel, poivre, sucre.",France,1605
Vinaigre de cidre ,Vinaigre de cidre,vinaigre de cidre,France,2077
Pignons de pin,Pignons de pin,Pignons de pin.,France,1374
Herbes de Provence bio,Herbes de Provence,"Basilic, romarin, marjolaine, origan, thym, sarriette, graines d'anis, fleurs de lavande",France,975
Chorizo extra fort,Chorizos,"Viande de porc, sel, piment d'Espagne, cayenne, ail, boyau naturel.",France,464
Jus de Pomme,Jus de pommes pur jus,Jus de pomme.,France,1049
Eau de source de montagne,"Eaux de sources,Eaux de montagne",Eau,France,636
Asperges Vertes Moyennes,Asperges vertes en conserve,"Asperges vertes moyennes, eau, sel.",France,159
Haricots verts extra fins,Haricots verts en conserve,"Haricots verts extra fins, eau, sel.",France,962
Carottes extra fines,Carottes en conserve,"Carottes, eau, sucre, sel.",France,387
Choux de Bruxelles,Choux de Bruxelles en conserve,"Choux de Bruxelles, eau, sel, sucre.",France,466
Flageolets verts extra fins,Flageolets en conserve,"Flageolets verts extra fins, eau, sel.",France,741
Haricots verts extra fins,Haricots verts en conserve,"Haricots verts extra fins, eau, sel",France,962
Carottes extra fines,Carottes en conserve,"Carottes, eau, sel.",France,387
Bicarbonate alimentaire ,Bicarbonates de sodium,Bicarbonate de sodium.,France,270
Pur Jus de Pomme,"Boissons,Jus de pomme",Jus de pomme.,France,296
Huile d'olive vierge extra,Huiles d'olive vierges extra,huile d'olive vierge extra.,France,1002
Huile d'olive vierge extra classique,Huiles d'olive vierge extra,Huile d'olive vierge extra classique,France,1001
Laitue Iceberg,Laitues,Laitue Iceberg,France,1086
Jus de pomme douce de france,Jus de pomme,"Jus de pomme, vitamine C.",France,1046
Pois chiches,Pois chiches,"Pois chiches, eau, sel.",France,1592
Riz long Basmati,"Riz long,Riz Basmati",Riz long Basmati,France,1756
Fraises,Fraises,Fraises rondes class CAT. 1,France,765
Saint-Marcellin,"Produits laitiers,Fromages,Fromages de France,Saint-Marcellin",Saint-Marcellin,France,1688
Roquette,Roquette,Roquette.,France,1773
Roquette,Roquette,Roquette,France,1773
Roquette,Roquette,Roquette,France,1773
Thon blanc germon au naturel,"Thon,Thon au naturel,Thon blanc germon","thon blanc germon, eau, sel ",France,1973
Pur jus de raisin,Jus de raisin,Jus de raisin,France,1051
Abricots moelleux,Abricots secs,"Abricots secs, eau, anhydride sulfureux, acide sorbique.",France,9
Sucre blanc en poudre,Sucres blancs,Sucre blanc,France,1909
Morceaux de Thon au naturel,"Conserves,Produits de la mer,Poissons,Poissons en conserve,Thons,Thons en conserve,Thons au naturel","Thon, eau, sel.",France,531
Riz Basmati,Riz Basmati blancs,Riz Iong Basmati,France,1742
Fraises,Fraises,Fraises cat. 1,France,765
Ana'dou,"Fruits,Ananas",ananas,France,842
Coques moyennes,"Mollusques,Coques",Coques moyennes Cerastoderma edule coc,France,1266
Amandes de mer,"Produits de la mer,Mollusques,Coques,Amandes de mer",Amandes de mer Glycymeris Gllycymeris GKL,France,1672
Oignons,Oignons,Oignon,France,1307
Asperges des sables des Landes,Asperges des sables des Landes,Asperges,France,158
Petites Carottes,Carottes,Carottes,France,386
Haricots verts l'Extra Gourmand sans fil,Haricots verts,Haricots verts,France,961
La Fraise,Fraises,Fraise,France,765
Confiture de fraise,Confitures de fraises,"Fraises, sucre, pectine de fruits.",France,515
Raisins secs,"Raisins secs,Raisins secs Sultanines","Raisins sultanines, huile de tournesol",France,1714
Pure Life,Eaux de source,Eau de source.,France,634
Bloc de Foie gras de canard,"Poissons et viandes et oeufs,Foies gras,Bloc de foie gras,Foies gras de canard,Conserves","Foie gras de canard Halal, eau, sel, poivre, sucre.",France,1599
Noix de cajou crues,Noix de Cajou,Noix de cajou crues,France,1289
Puerto Cabello,"Sugary snacks,Chocolates,Dark chocolates,Chocolats noirs extra fin","Cacao, beurre de cacao, sucre.",France,1935
Chocolat Noir,Chocolats noirs,"cacao, beurre de cacao, sucre.",France,460
Porcelana,"Sugary snacks,Chocolates,Dark chocolates","cacao, beurre de cacao, sucre.",France,1934
Kaori,"Sugary snacks,Chocolates,Dark chocolates","cacao, beurre de cacao, sucre.",France,1934
Baie de goji,Baies de Goji,Baie de Goji.,France,178
Pois chiches,Pois chiches,Pois chiches,France,1592
Thon albacore au naturel,"Poisson en conserve,Thons albacore","Thon albacore, eau, sel.",France,1595
Huile d'olive vierge,Huile d'olive vierge,Huile d'olive vierge.,France,995
Fraises Gariguette,Fraises,Fraises,France,765
Fraises Gariguette,Fraises,Fraises.,France,765
Tomates cerises rondes,Tomates cerise,Tomates cerises,France,1992
Tomates cerises jaunes,"Tomates cerises,Tomates cerises jaunes",Tomates cerises jaunes,France,1994
Avocats biologiques,Avocats,Avocats biologiques.,France,168
Baby Avocats,Avocats,Avocat,France,168
Avocats biologiques,Avocats,Avocats,France,168
Patate douce biologique,Patates douces,Patate douce,France,1350
Gariguette,Fraises,Fraises.,France,765
Ananas Victoria,Ananas,Ananas Victoria Cal. 7.,France,121
Piments Antillais,"Piments,Piments Antillais",Piment.,France,1383
Baies de Myrte,Aromates,baies de myrtes.,France,143
Confiture figue,Confitures de figues,"Figue, sucre, pectine de fruit si le fruit n'en contient pas suffisamment, jus de citron.",France,514
Xilitol,Substitut de sucre,Xilitol issu du bois de bouleau,France,1900
Ail blanc biologique,Condiments,ail blanc biologique,France,511
Lentille verte bio,Lentilles vertes,Lentilles vertes.,France,1121
Tomate grappe bio,Tomates,Tomate,France,1990
Colorant alimentaire hydrosoluble intense vert pistache,Colorants alimentaires,"E102, E151",France,501
Cannelle moulue,Epices,Cannelle,France,680
Curcuma moulu,Curcuma en poudre,Curcuma moulu,France,562
Piment doux,Piments,Piment doux.,France,1376
Poivre noir mouli,"Poivres noirs,Poivres moulus",Poivre noir moulu.,France,1619
Poivre blanc moulu,"Poivres blancs,Poivres moulus",Poivre blanc moulu.,France,1613
Feuilles de laurier,Laurier sec,Feuilles de laurier,France,1100
Mangue,Mangues,Mangue.,France,1157
Citron vert bio,"Citrons,Citrons verts",Citron vert,France,478
Baby Carottes,Carottes,Baby carottes.,France,386
Radis,Radis,Radis. ,France,1708
Les Bio Champignons de Paris,Champignons de Paris entiers,"Champignons de Paris, calibre moyen",France,423
Farine de teff,Farines de teff,Farine de teff blanche,France,716
Jus de Tomate,Jus de tomates,Jus et pulpe de tomate issu de l'agriculture biologique,France,1053
Fraises Gariguette,Fraises,Fraises.,France,765
Raisin rose ruby,Raisins,Raisin,France,1711
Framboises,Framboises,Framboise Kwanza,France,766
Mariguette,Fraises,Fraises,France,765
Miel Toutes Fleurs,Miels de fleurs,Miel,France,1211
Fine Cognac XO,"Cognac,Cognac X.O",Cognac.,France,497
Vodka,Vodka,Vodka.,France,2101
Bulots cuits,"Bulots,Mollusques","Buccinum undatum, sel.",France,328
Pousses de soja haricot mungo,"Soja,Pousses de soja",Pousses de soja - haricot mungo.,France,1872
